Destination,Origin,M_Size,Date,DataDate,OrigFood,OrigFuel,OrigWage,DestFood,DestFuel,DestWage,NumMonths
Homs,Raqqa,12,Nov 2017,Aug 2017,500,1650,1900,510,1412.5,1800,22
Homs,Deir Ezzor,160,Nov 2017,Aug 2017,1e3,4500,1150,510,1412.5,1800,22
Homs,Tartous,60,Nov 2017,Aug 2017,412.5,1650,1900,510,1412.5,1800,22
Homs,Hassakeh,14,Nov 2017,Aug 2017,412.5,1325,950,510,1412.5,1800,22
Homs,Hama,36,Nov 2017,Aug 2017,590,1687.5,2e3,510,1412.5,1800,22
Homs,Daraa,24,Nov 2017,Aug 2017,412.5,1622.5,1300,510,1412.5,1800,22
Homs,Damascus,4,Nov 2017,Aug 2017,475,1525,1700,510,1412.5,1800,22
Raqqa,Hassakeh,5,Jan 2016,Oct 2015,284.5,1265,800,380,2259,1500,0
Raqqa,Deir Ezzor,45,Jan 2016,Oct 2015,428,3700,875,380,2259,1500,0
Raqqa,Hama,83,Jan 2016,Oct 2015,282,957,1e3,380,2259,1500,0
Raqqa,Homs,59,Jan 2016,Oct 2015,306.5,1257.5,975,380,2259,1500,0
Raqqa,Edlib,18,Jan 2016,Oct 2015,283.25,1261.25,1e3,380,2259,1500,0
Raqqa,Damascus,35,Jan 2016,Oct 2015,412.5,2627.5,1475,380,2259,1500,0
Raqqa,City-Damascus,25,Feb 2016,Nov 2015,221,1080,1475,380,2264.5,1500,1
Raqqa,Deir Ezzor,15,Feb 2016,Nov 2015,453,3775,1e3,380,2264.5,1500,1
Raqqa,Hama,90,Feb 2016,Nov 2015,288,992.5,1e3,380,2264.5,1500,1
Raqqa,Homs,54,Feb 2016,Nov 2015,297.5,1270,1100,380,2264.5,1500,1
Raqqa,Edlib,82,Feb 2016,Nov 2015,294.75,1255,1050,380,2264.5,1500,1
Raqqa,Damascus,6,Feb 2016,Nov 2015,437.5,2627.5,1475,380,2264.5,1500,1
Raqqa,Hassakeh,18,Mar 2016,Dec 2015,316.5,1127.5,800,375,2277.5,1500,2
Raqqa,Deir Ezzor,10,Mar 2016,Dec 2015,467.5,2475,1e3,375,2277.5,1500,2
Raqqa,Hama,10,Mar 2016,Dec 2015,310,990.5,1062.5,375,2277.5,1500,2
Raqqa,Homs,10217,Mar 2016,Dec 2015,311.5,1275,1100,375,2277.5,1500,2
Raqqa,Edlib,20,Mar 2016,Dec 2015,331.25,1148.75,1090,375,2277.5,1500,2
Raqqa,Damascus,30,Mar 2016,Dec 2015,564,3435,1475,375,2277.5,1500,2
Raqqa,Deir Ezzor,36,Apr 2016,Jan 2016,450,2825,1100,250,2275,1500,3
Raqqa,Hama,558,Apr 2016,Jan 2016,237.5,1041.6666500000001,1100,250,2275,1500,3
Raqqa,Homs,3741,Apr 2016,Jan 2016,271.66665,1015.83335,1e3,250,2275,1500,3
Raqqa,Hassakeh,5,May 2016,Feb 2016,300,1930,800,287.5,2275,1500,4
Raqqa,Deir Ezzor,67,May 2016,Feb 2016,500,1500,1200,287.5,2275,1500,4
Raqqa,Hama,7,May 2016,Feb 2016,281.25,2112.5,1100,287.5,2275,1500,4
Raqqa,Homs,72,May 2016,Feb 2016,350,1335,1100,287.5,2275,1500,4
Raqqa,Edlib,7,May 2016,Feb 2016,302.5,1375,1200,287.5,2275,1500,4
Raqqa,Damascus,170,May 2016,Feb 2016,575,4750,1500,287.5,2275,1500,4
Raqqa,Deir Ezzor,32,Jun 2016,Mar 2016,537.5,2850,1100,300,2075,1500,5
Raqqa,Homs,11,Jun 2016,Mar 2016,306.25,1266.25,1200,300,2075,1500,5
Raqqa,Damascus,5,Jun 2016,Mar 2016,400,2500,1500,300,2075,1500,5
Raqqa,Hassakeh,4,Jul 2016,Apr 2016,500,1580,800,375,2156.25,1625,6
Raqqa,Deir Ezzor,281,Jul 2016,Apr 2016,625,3050,1100,375,2156.25,1625,6
Raqqa,Hama,4,Jul 2016,Apr 2016,370,3612.5,1500,375,2156.25,1625,6
Raqqa,Homs,45,Jul 2016,Apr 2016,325,1335,1e3,375,2156.25,1625,6
Raqqa,Deir Ezzor,11,Aug 2016,May 2016,800,4050,1150,525,2175,1750,7
Raqqa,Deir Ezzor,30,Oct 2016,Jul 2016,850,4150,1050,525,875,1750,9
Raqqa,Hama,10,Oct 2016,Jul 2016,400,2465.5,1e3,525,875,1750,9
Raqqa,Homs,35,Oct 2016,Jul 2016,400,1175,500,525,875,1750,9
Raqqa,Damascus,5,Oct 2016,Jul 2016,525,2775,1500,525,875,1750,9
Raqqa,Deir Ezzor,9,Nov 2016,Aug 2016,625,4e3,1150,525,1850,1800,10
Raqqa,Hama,47,Nov 2016,Aug 2016,400,2465.5,1e3,525,1850,1800,10
Raqqa,Deir Ezzor,126,Dec 2016,Sep 2016,737.5,3325,1150,525,1850,1825,11
Raqqa,Hama,20,Dec 2016,Sep 2016,425,2400,1e3,525,1850,1825,11
Raqqa,Homs,172,Dec 2016,Sep 2016,460,1475,1e3,525,1850,1825,11
Raqqa,Edlib,5,Dec 2016,Sep 2016,450,4120,1850,525,1850,1825,11
Raqqa,Homs,28,Jan 2017,Oct 2016,455,1462.5,2e3,512.5,1725,1650,12
Raqqa,Deir Ezzor,11,Feb 2017,Nov 2016,1e3,4250,1150,512.5,1262.5,1600,13
Raqqa,Hama,2,Apr 2017,Jan 2017,525,1592.5,1300,500,1300,1600,15
Raqqa,Deir Ezzor,70,May 2017,Feb 2017,1e3,4e3,1150,475,1300,1600,16
Raqqa,Deir Ezzor,39,Jun 2017,Mar 2017,925,4400,1150,450,1237.5,1600,17
Raqqa,Homs,156,Jul 2017,Apr 2017,450,1460,1300,450,1237.5,1600,18
Raqqa,Hama,233,Jul 2017,Apr 2017,510,1675,1500,450,1237.5,1600,18
Raqqa,Deir Ezzor,523,Jul 2017,Apr 2017,1e3,4525,1150,450,1237.5,1600,18
Raqqa,Homs,6,Aug 2017,May 2017,450,1412.5,1500,487.5,1237.5,1600,19
Raqqa,Hama,342,Aug 2017,May 2017,550,1937.5,1700,487.5,1237.5,1600,19
Raqqa,Deir Ezzor,1324,Aug 2017,May 2017,1e3,4250,1150,487.5,1237.5,1600,19
Raqqa,Deir Ezzor,24550,Sep 2017,Jun 2017,1e3,4250,1150,550,1244,1800,20
Raqqa,Hama,255,Sep 2017,Jun 2017,575,1787.5,1800,550,1244,1800,20
Raqqa,Hassakeh,5,Sep 2017,Jun 2017,425,1300,950,550,1244,1800,20
Raqqa,Hama,226,Oct 2017,Jul 2017,575,1687.5,1900,500,1525,1850,21
Raqqa,Deir Ezzor,13744,Oct 2017,Jul 2017,1e3,4250,1150,500,1525,1850,21
Raqqa,Homs,38,Oct 2017,Jul 2017,500,1412.5,1700,500,1525,1850,21
Raqqa,Hassakeh,5,Oct 2017,Jul 2017,425,1312.5,950,500,1525,1850,21
Raqqa,Deir Ezzor,45281,Nov 2017,Aug 2017,1e3,4500,1150,500,1650,1900,22
Raqqa,Hama,661,Nov 2017,Aug 2017,590,1687.5,2e3,500,1650,1900,22
Hama,Damascus,6,Jan 2016,Oct 2015,412.5,2627.5,1475,282,957,1e3,0
Hama,Homs,132,Feb 2016,Nov 2015,297.5,1270,1100,288,992.5,1e3,1
Hama,Edlib,42,Feb 2016,Nov 2015,294.75,1255,1050,288,992.5,1e3,1
Hama,Homs,348,Mar 2016,Dec 2015,311.5,1275,1100,310,990.5,1062.5,2
Hama,Homs,150,Apr 2016,Jan 2016,271.66665,1015.83335,1e3,237.5,1041.6666500000001,1100,3
Hama,Edlib,678,Apr 2016,Jan 2016,300,1140,1150,237.5,1041.6666500000001,1100,3
Hama,Raqqa,1100,May 2016,Feb 2016,287.5,2275,1500,281.25,2112.5,1100,4
Hama,Homs,56,Jun 2016,Mar 2016,306.25,1266.25,1200,243.75,3612.5,1e3,5
Hama,Homs,142,Jul 2016,Apr 2016,325,1335,1e3,370,3612.5,1500,6
Hama,Raqqa,12,Aug 2016,May 2016,525,2175,1750,312.5,3072.5,1e3,7
Hama,Homs,16,Aug 2016,May 2016,480,1335,1e3,312.5,3072.5,1e3,7
Hama,Edlib,33,Aug 2016,May 2016,362.5,3400,1600,312.5,3072.5,1e3,7
Hama,Homs,73,Oct 2016,Jul 2016,400,1175,500,400,2465.5,1e3,9
Hama,Edlib,50,Oct 2016,Jul 2016,440,2862.5,1750,400,2465.5,1e3,9
Hama,Homs,17,Nov 2016,Aug 2016,400,1375,1e3,400,2465.5,1e3,10
Hama,Edlib,132,Nov 2016,Aug 2016,450,4120,1800,400,2465.5,1e3,10
Hama,Homs,39,Dec 2016,Sep 2016,460,1475,1e3,425,2400,1e3,11
Hama,Edlib,42,Dec 2016,Sep 2016,450,4120,1850,425,2400,1e3,11
Hama,Homs,18,Jan 2017,Oct 2016,455,1462.5,2e3,420,2430,1e3,12
Hama,Damascus,69,Jan 2017,Oct 2016,500,1850,1500,420,2430,1e3,12
Hama,Edlib,121,Jan 2017,Oct 2016,375,3730,2e3,420,2430,1e3,12
Hama,Raqqa,10,Feb 2017,Nov 2016,512.5,1262.5,1600,525,1800,2e3,13
Hama,Edlib,136,Feb 2017,Nov 2016,412.5,3512.5,2e3,525,1800,2e3,13
Hama,Damascus,145,Feb 2017,Nov 2016,500,1600,1500,525,1800,2e3,13
Hama,Deir Ezzor,10,Mar 2017,Dec 2016,1e3,4250,1150,465,2475,1600,14
Hama,Damascus,35,Mar 2017,Dec 2016,510,1700,1500,465,2475,1600,14
Hama,Raqqa,105,Mar 2017,Dec 2016,537.5,1625,1600,465,2475,1600,14
Hama,Edlib,108,Mar 2017,Dec 2016,450,4075,1700,465,2475,1600,14
Hama,City-Damascus,198,Mar 2017,Dec 2016,450,1545,1500,465,2475,1600,14
Hama,Homs,375,Mar 2017,Dec 2016,450,1462.5,1100,465,2475,1600,14
Hama,Homs,194,Apr 2017,Jan 2017,450,1455,1150,525,1592.5,1300,15
Hama,Raqqa,284,Apr 2017,Jan 2017,500,1300,1600,525,1592.5,1300,15
Hama,Edlib,1035,Apr 2017,Jan 2017,400,4082.5,1700,525,1592.5,1300,15
Hama,City-Damascus,37,May 2017,Feb 2017,450,1647.5,1500,540,1575,1400,16
Hama,Homs,81,May 2017,Feb 2017,440,1460,1150,540,1575,1400,16
Hama,Damascus,160,May 2017,Feb 2017,475,1665,1500,540,1575,1400,16
Hama,Edlib,2047,May 2017,Feb 2017,400,5845,1700,540,1575,1400,16
Hama,Damascus,4,Jun 2017,Mar 2017,475,1200,1500,550,1575,1450,17
Hama,Deir Ezzor,7,Jun 2017,Mar 2017,925,4400,1150,550,1575,1450,17
Hama,Homs,15,Jun 2017,Mar 2017,450,1460,1200,550,1575,1450,17
Hama,Edlib,76,Jun 2017,Mar 2017,455,4005,1750,550,1575,1450,17
Hama,City-Damascus,112,Jun 2017,Mar 2017,450,1075,1500,550,1575,1450,17
Hama,Raqqa,249,Jun 2017,Mar 2017,450,1237.5,1600,550,1575,1450,17
Hama,Damascus,11,Jul 2017,Apr 2017,475,1637.5,1500,510,1675,1500,18
Hama,Homs,407,Jul 2017,Apr 2017,450,1460,1300,510,1675,1500,18
Hama,Edlib,486,Jul 2017,Apr 2017,400,4837.5,1850,510,1675,1500,18
Hama,Raqqa,9425,Jul 2017,Apr 2017,450,1237.5,1600,510,1675,1500,18
Hama,City-Damascus,79,Aug 2017,May 2017,450,1512.5,1500,550,1937.5,1700,19
Hama,Edlib,623,Aug 2017,May 2017,312.5,4787.5,1950,550,1937.5,1700,19
Hama,Homs,2306,Aug 2017,May 2017,450,1412.5,1500,550,1937.5,1700,19
Hama,Raqqa,2751,Aug 2017,May 2017,487.5,1237.5,1600,550,1937.5,1700,19
Hama,Homs,342,Sep 2017,Jun 2017,475,1412.5,1600,575,1787.5,1800,20
Hama,Edlib,284,Sep 2017,Jun 2017,350,4385,2e3,575,1787.5,1800,20
Hama,Raqqa,219,Sep 2017,Jun 2017,550,1244,1800,575,1787.5,1800,20
Hama,Deir Ezzor,51,Oct 2017,Jul 2017,1e3,4250,1150,575,1687.5,1900,21
Hama,Edlib,1412,Oct 2017,Jul 2017,350,4385,2e3,575,1687.5,1900,21
Hama,Homs,361,Oct 2017,Jul 2017,500,1412.5,1700,575,1687.5,1900,21
Hama,Raqqa,109,Oct 2017,Jul 2017,500,1525,1850,575,1687.5,1900,21
Hama,Edlib,4326,Nov 2017,Aug 2017,450,3890,2e3,590,1687.5,2e3,22
Hama,Deir Ezzor,118,Nov 2017,Aug 2017,1e3,4500,1150,590,1687.5,2e3,22
Hama,Homs,23,Dec 2017,Sep 2017,508,1412.5,1900,550,1575,2e3,23
Hama,Edlib,2564,Dec 2017,Sep 2017,460,3895,2e3,550,1575,2e3,23
Lattakia,Edlib,75,Mar 2016,Dec 2015,331.25,1148.75,1090,350,1101.5,1080,2
Lattakia,Edlib,35,Apr 2016,Jan 2016,300,1140,1150,275,1130,2e3,3
Lattakia,Edlib,1117,Jul 2016,Apr 2016,265,2735,1600,361.25,1127.5,1700,6
Lattakia,Hassakeh,5,Oct 2016,Jul 2016,680,2380,900,422.5,1490,1700,9
Lattakia,Raqqa,5,Oct 2016,Jul 2016,525,875,1750,422.5,1490,1700,9
Lattakia,Deir Ezzor,11,Oct 2016,Jul 2016,850,4150,1050,422.5,1490,1700,9
Lattakia,Hama,1195,Oct 2016,Jul 2016,400,2465.5,1e3,422.5,1490,1700,9
Lattakia,Edlib,80,Oct 2016,Jul 2016,440,2862.5,1750,422.5,1490,1700,9
Lattakia,Deir Ezzor,5,Nov 2016,Aug 2016,625,4e3,1150,411.5,1445,1850,10
Lattakia,Edlib,133,Nov 2016,Aug 2016,450,4120,1800,411.5,1445,1850,10
Lattakia,Hama,15,Dec 2016,Sep 2016,425,2400,1e3,415,1441.5,1925,11
Lattakia,Edlib,60,Dec 2016,Sep 2016,450,4120,1850,415,1441.5,1925,11
Lattakia,Hassakeh,25,Jan 2017,Oct 2016,550,1212.5,900,400,1442.5,1900,12
Lattakia,Damascus,39,Jan 2017,Oct 2016,500,1850,1500,400,1442.5,1900,12
Lattakia,Raqqa,54,Jan 2017,Oct 2016,512.5,1725,1650,400,1442.5,1900,12
Lattakia,Deir Ezzor,55,Jan 2017,Oct 2016,800,2737.5,1150,400,1442.5,1900,12
Lattakia,City-Damascus,60,Jan 2017,Oct 2016,431.25,1470,1500,400,1442.5,1900,12
Lattakia,Hama,100,Jan 2017,Oct 2016,420,2430,1e3,400,1442.5,1900,12
Lattakia,Edlib,156,Jan 2017,Oct 2016,375,3730,2e3,400,1442.5,1900,12
Lattakia,Homs,10,Feb 2017,Nov 2016,485,1455,2e3,412.5,1496,1800,13
Lattakia,Raqqa,30,Feb 2017,Nov 2016,512.5,1262.5,1600,412.5,1496,1800,13
Lattakia,Tartous,30,Feb 2017,Nov 2016,412.5,1545,1625,412.5,1496,1800,13
Lattakia,City-Damascus,40,Feb 2017,Nov 2016,450,1470,1500,412.5,1496,1800,13
Lattakia,Deir Ezzor,40,Feb 2017,Nov 2016,1e3,4250,1150,412.5,1496,1800,13
Lattakia,Hama,105,Feb 2017,Nov 2016,525,1800,2e3,412.5,1496,1800,13
Lattakia,Damascus,133,Feb 2017,Nov 2016,500,1600,1500,412.5,1496,1800,13
Lattakia,Edlib,155,Feb 2017,Nov 2016,412.5,3512.5,2e3,412.5,1496,1800,13
Lattakia,Deir Ezzor,10,Mar 2017,Dec 2016,1e3,4250,1150,419,1500,1900,14
Lattakia,Tartous,15,Mar 2017,Dec 2016,425,1595,1650,419,1500,1900,14
Lattakia,Homs,20,Mar 2017,Dec 2016,450,1462.5,1100,419,1500,1900,14
Lattakia,Damascus,24,Mar 2017,Dec 2016,510,1700,1500,419,1500,1900,14
Lattakia,City-Damascus,35,Mar 2017,Dec 2016,450,1545,1500,419,1500,1900,14
Lattakia,Edlib,50,Mar 2017,Dec 2016,450,4075,1700,419,1500,1900,14
Lattakia,Hama,250,Mar 2017,Dec 2016,465,2475,1600,419,1500,1900,14
Lattakia,Damascus,56,Apr 2017,Jan 2017,510,1675,1500,387.5,1425,1900,15
Lattakia,Hama,109,Apr 2017,Jan 2017,525,1592.5,1300,387.5,1425,1900,15
Lattakia,Edlib,3059,Apr 2017,Jan 2017,400,4082.5,1700,387.5,1425,1900,15
Lattakia,City-Damascus,3,May 2017,Feb 2017,450,1647.5,1500,396.5,1387.5,1900,16
Lattakia,Homs,81,May 2017,Feb 2017,440,1460,1150,396.5,1387.5,1900,16
Lattakia,Damascus,86,May 2017,Feb 2017,475,1665,1500,396.5,1387.5,1900,16
Lattakia,Hama,136,May 2017,Feb 2017,540,1575,1400,396.5,1387.5,1900,16
Lattakia,Edlib,187,May 2017,Feb 2017,400,5845,1700,396.5,1387.5,1900,16
Lattakia,Damascus,55,Jun 2017,Mar 2017,475,1200,1500,409,1537.5,1925,17
Lattakia,Tartous,90,Jun 2017,Mar 2017,420,1537.5,1675,409,1537.5,1925,17
Lattakia,City-Damascus,181,Jun 2017,Mar 2017,450,1075,1500,409,1537.5,1925,17
Lattakia,Hama,337,Jun 2017,Mar 2017,550,1575,1450,409,1537.5,1925,17
Lattakia,Homs,430,Jun 2017,Mar 2017,450,1460,1200,409,1537.5,1925,17
Lattakia,Damascus,35,Jul 2017,Apr 2017,475,1637.5,1500,412.5,1650,1925,18
Lattakia,Deir Ezzor,40,Jul 2017,Apr 2017,1e3,4525,1150,412.5,1650,1925,18
Lattakia,Tartous,60,Jul 2017,Apr 2017,425,1675,1700,412.5,1650,1925,18
Lattakia,Edlib,120,Jul 2017,Apr 2017,400,4837.5,1850,412.5,1650,1925,18
Lattakia,City-Damascus,196,Jul 2017,Apr 2017,450,1175,1500,412.5,1650,1925,18
Lattakia,Homs,245,Jul 2017,Apr 2017,450,1460,1300,412.5,1650,1925,18
Lattakia,Hama,310,Jul 2017,Apr 2017,510,1675,1500,412.5,1650,1925,18
Lattakia,Damascus,41,Aug 2017,May 2017,475,1550,1500,406.5,1650,2e3,19
Lattakia,City-Damascus,80,Aug 2017,May 2017,450,1512.5,1500,406.5,1650,2e3,19
Lattakia,Tartous,110,Aug 2017,May 2017,425,1662.5,1850,406.5,1650,2e3,19
Lattakia,Edlib,150,Aug 2017,May 2017,312.5,4787.5,1950,406.5,1650,2e3,19
Lattakia,Homs,154,Aug 2017,May 2017,450,1412.5,1500,406.5,1650,2e3,19
Lattakia,Hama,259,Aug 2017,May 2017,550,1937.5,1700,406.5,1650,2e3,19
Lattakia,Hama,360,Sep 2017,Jun 2017,575,1787.5,1800,412.5,1650,2e3,20
Lattakia,City-Damascus,130,Sep 2017,Jun 2017,450,1507.5,1500,412.5,1650,2e3,20
Lattakia,Tartous,90,Sep 2017,Jun 2017,425,1650,1850,412.5,1650,2e3,20
Lattakia,Homs,55,Sep 2017,Jun 2017,475,1412.5,1600,412.5,1650,2e3,20
Lattakia,Damascus,50,Sep 2017,Jun 2017,475,1525,1500,412.5,1650,2e3,20
Lattakia,City-Damascus,225,Oct 2017,Jul 2017,450,1500,1550,400,1650,2e3,21
Lattakia,Raqqa,653,Oct 2017,Jul 2017,500,1525,1850,400,1650,2e3,21
Lattakia,Homs,59,Oct 2017,Jul 2017,500,1412.5,1700,400,1650,2e3,21
Lattakia,Edlib,128,Oct 2017,Jul 2017,350,4385,2e3,400,1650,2e3,21
Lattakia,Hama,148,Oct 2017,Jul 2017,575,1687.5,1900,400,1650,2e3,21
Lattakia,Tartous,83,Oct 2017,Jul 2017,425,1650,1900,400,1650,2e3,21
Lattakia,Damascus,21,Oct 2017,Jul 2017,475,1525,1600,400,1650,2e3,21
Lattakia,Hama,180,Nov 2017,Aug 2017,590,1687.5,2e3,391.5,1650,2e3,22
Lattakia,City-Damascus,581,Nov 2017,Aug 2017,450,1500,1600,391.5,1650,2e3,22
Lattakia,Homs,255,Nov 2017,Aug 2017,510,1412.5,1800,391.5,1650,2e3,22
Lattakia,Tartous,130,Nov 2017,Aug 2017,412.5,1650,1900,391.5,1650,2e3,22
Lattakia,Damascus,50,Nov 2017,Aug 2017,475,1525,1700,391.5,1650,2e3,22
City-Damascus,Damascus,1955,Feb 2016,Nov 2015,437.5,2627.5,1475,221,1080,1475,1
City-Damascus,Damascus,1507,Mar 2016,Dec 2015,564,3435,1475,303,1080,1500,2
City-Damascus,Damascus,1036,Apr 2016,Jan 2016,529.1667,4741.66665,1500,312.5,1111.6666500000001,1500,3
City-Damascus,Damascus,3507,Jul 2016,Apr 2016,425,2500,1500,331.25,1120,1500,6
City-Damascus,Damascus,2374,Oct 2016,Jul 2016,525,2775,1500,434,1370,1500,9
City-Damascus,Daraa,6,Jan 2017,Oct 2016,400,1512.5,1150,431.25,1470,1500,12
City-Damascus,Deir Ezzor,15,Jan 2017,Oct 2016,800,2737.5,1150,431.25,1470,1500,12
City-Damascus,Hama,44,Jan 2017,Oct 2016,420,2430,1e3,431.25,1470,1500,12
City-Damascus,Edlib,89,Jan 2017,Oct 2016,375,3730,2e3,431.25,1470,1500,12
City-Damascus,Hassakeh,194,Jan 2017,Oct 2016,550,1212.5,900,431.25,1470,1500,12
City-Damascus,Damascus,963,Jan 2017,Oct 2016,500,1850,1500,431.25,1470,1500,12
City-Damascus,Edlib,12,Feb 2017,Nov 2016,412.5,3512.5,2e3,450,1470,1500,13
City-Damascus,Homs,16,Feb 2017,Nov 2016,485,1455,2e3,450,1470,1500,13
City-Damascus,Lattakia,17,Feb 2017,Nov 2016,412.5,1496,1800,450,1470,1500,13
City-Damascus,Hama,20,Feb 2017,Nov 2016,525,1800,2e3,450,1470,1500,13
City-Damascus,Deir Ezzor,26,Feb 2017,Nov 2016,1e3,4250,1150,450,1470,1500,13
City-Damascus,Hassakeh,98,Feb 2017,Nov 2016,531.25,1262.5,900,450,1470,1500,13
City-Damascus,Damascus,424,Feb 2017,Nov 2016,500,1600,1500,450,1470,1500,13
City-Damascus,Raqqa,3,Mar 2017,Dec 2016,537.5,1625,1600,450,1545,1500,14
City-Damascus,Daraa,12,Mar 2017,Dec 2016,400,1562.5,1050,450,1545,1500,14
City-Damascus,Edlib,16,Mar 2017,Dec 2016,450,4075,1700,450,1545,1500,14
City-Damascus,Hassakeh,45,Mar 2017,Dec 2016,512.5,1187.5,900,450,1545,1500,14
City-Damascus,Deir Ezzor,48,Mar 2017,Dec 2016,1e3,4250,1150,450,1545,1500,14
City-Damascus,Homs,97,Mar 2017,Dec 2016,450,1462.5,1100,450,1545,1500,14
City-Damascus,Hama,101,Mar 2017,Dec 2016,465,2475,1600,450,1545,1500,14
City-Damascus,Damascus,209,Mar 2017,Dec 2016,510,1700,1500,450,1545,1500,14
City-Damascus,Homs,1,Apr 2017,Jan 2017,450,1455,1150,450,1620,1500,15
City-Damascus,Hama,5,Apr 2017,Jan 2017,525,1592.5,1300,450,1620,1500,15
City-Damascus,Edlib,28,Apr 2017,Jan 2017,400,4082.5,1700,450,1620,1500,15
City-Damascus,Hassakeh,101,Apr 2017,Jan 2017,487.5,1250,900,450,1620,1500,15
City-Damascus,Deir Ezzor,106,Apr 2017,Jan 2017,1125,4250,1150,450,1620,1500,15
City-Damascus,Damascus,193,Apr 2017,Jan 2017,510,1675,1500,450,1620,1500,15
City-Damascus,Tartous,579,Apr 2017,Jan 2017,412.5,1545,1650,450,1620,1500,15
City-Damascus,Hama,2,May 2017,Feb 2017,540,1575,1400,450,1647.5,1500,16
City-Damascus,Deir Ezzor,22,May 2017,Feb 2017,1e3,4e3,1150,450,1647.5,1500,16
City-Damascus,Damascus,58,May 2017,Feb 2017,475,1665,1500,450,1647.5,1500,16
City-Damascus,Hassakeh,64,May 2017,Feb 2017,437.5,1200,900,450,1647.5,1500,16
City-Damascus,Lattakia,89,May 2017,Feb 2017,396.5,1387.5,1900,450,1647.5,1500,16
City-Damascus,Daraa,201,May 2017,Feb 2017,400,1550,1050,450,1647.5,1500,16
City-Damascus,Edlib,337,May 2017,Feb 2017,400,5845,1700,450,1647.5,1500,16
City-Damascus,Homs,18,Jun 2017,Mar 2017,450,1460,1200,450,1075,1500,17
City-Damascus,Deir Ezzor,32,Jun 2017,Mar 2017,925,4400,1150,450,1075,1500,17
City-Damascus,Edlib,32,Jun 2017,Mar 2017,455,4005,1750,450,1075,1500,17
City-Damascus,Lattakia,36,Jun 2017,Mar 2017,409,1537.5,1925,450,1075,1500,17
City-Damascus,Hama,40,Jun 2017,Mar 2017,550,1575,1450,450,1075,1500,17
City-Damascus,Damascus,95,Jun 2017,Mar 2017,475,1200,1500,450,1075,1500,17
City-Damascus,Daraa,136,Jun 2017,Mar 2017,400,1525,1050,450,1075,1500,17
City-Damascus,Lattakia,6,Jul 2017,Apr 2017,412.5,1650,1925,450,1175,1500,18
City-Damascus,Edlib,8,Jul 2017,Apr 2017,400,4837.5,1850,450,1175,1500,18
City-Damascus,Raqqa,10,Jul 2017,Apr 2017,450,1237.5,1600,450,1175,1500,18
City-Damascus,Al_Qunaytirah,22,Jul 2017,Apr 2017,387.5,1525,1350,450,1175,1500,18
City-Damascus,Hama,46,Jul 2017,Apr 2017,510,1675,1500,450,1175,1500,18
City-Damascus,Deir Ezzor,71,Jul 2017,Apr 2017,1e3,4525,1150,450,1175,1500,18
City-Damascus,Daraa,139,Jul 2017,Apr 2017,400,1519,1100,450,1175,1500,18
City-Damascus,Damascus,190,Jul 2017,Apr 2017,475,1637.5,1500,450,1175,1500,18
City-Damascus,Homs,3,Aug 2017,May 2017,450,1412.5,1500,450,1512.5,1500,19
City-Damascus,Al_Qunaytirah,10,Aug 2017,May 2017,406.5,1500,1350,450,1512.5,1500,19
City-Damascus,Lattakia,11,Aug 2017,May 2017,406.5,1650,2e3,450,1512.5,1500,19
City-Damascus,Raqqa,15,Aug 2017,May 2017,487.5,1237.5,1600,450,1512.5,1500,19
City-Damascus,Hama,42,Aug 2017,May 2017,550,1937.5,1700,450,1512.5,1500,19
City-Damascus,Daraa,46,Aug 2017,May 2017,400,1512.5,1150,450,1512.5,1500,19
City-Damascus,Damascus,84,Aug 2017,May 2017,475,1550,1500,450,1512.5,1500,19
City-Damascus,Deir Ezzor,219,Aug 2017,May 2017,1e3,4250,1150,450,1512.5,1500,19
City-Damascus,Edlib,962,Aug 2017,May 2017,312.5,4787.5,1950,450,1512.5,1500,19
City-Damascus,Deir Ezzor,239,Sep 2017,Jun 2017,1e3,4250,1150,450,1507.5,1500,20
City-Damascus,Edlib,232,Sep 2017,Jun 2017,350,4385,2e3,450,1507.5,1500,20
City-Damascus,Hassakeh,83,Sep 2017,Jun 2017,425,1300,950,450,1507.5,1500,20
City-Damascus,Daraa,48,Sep 2017,Jun 2017,400,1512.5,1200,450,1507.5,1500,20
City-Damascus,Hama,48,Sep 2017,Jun 2017,575,1787.5,1800,450,1507.5,1500,20
City-Damascus,Damascus,46,Sep 2017,Jun 2017,475,1525,1500,450,1507.5,1500,20
City-Damascus,Raqqa,25,Sep 2017,Jun 2017,550,1244,1800,450,1507.5,1500,20
City-Damascus,Homs,24,Sep 2017,Jun 2017,475,1412.5,1600,450,1507.5,1500,20
City-Damascus,Tartous,10,Sep 2017,Jun 2017,425,1650,1850,450,1507.5,1500,20
City-Damascus,Deir Ezzor,4183,Oct 2017,Jul 2017,1e3,4250,1150,450,1500,1550,21
City-Damascus,Raqqa,52,Oct 2017,Jul 2017,500,1525,1850,450,1500,1550,21
City-Damascus,Homs,57,Oct 2017,Jul 2017,500,1412.5,1700,450,1500,1550,21
City-Damascus,Edlib,64,Oct 2017,Jul 2017,350,4385,2e3,450,1500,1550,21
City-Damascus,As_Suweida,40,Oct 2017,Jul 2017,425,1625,2e3,450,1500,1550,21
City-Damascus,Hama,71,Oct 2017,Jul 2017,575,1687.5,1900,450,1500,1550,21
